audit_id,example_id,source_code,article_number,article_id,article_key,origin,input_text,audit_label,audit_notes
WEAKNEG_0062,article_neg_00189,"Code général des impôts, annexe II",371 L,LEGIARTI000033238610,article_id::legiarti000033238610,low_clean_candidate_not_in_gold,"Pour l'application du 7 de l'article 158 du code général des impôts, un contribuable mentionné au 1° de ce 7 n'est pas adhérent d'un centre de gestion agréé s'il n'a pas été membre adhérent d'un tel centre pendant toute la durée de l'exercice considéré. Cette condition n'est toutefois pas exigée : a) En cas d'agrément postérieur à l'adhésion, pour l'imposition du bénéfice de l'exercice ouvert depuis moins de trois mois à la date de l'agrément ; b) En cas de première adhésion à un centre agréé pour l'imposition du bénéfice de l'exercice ouvert depuis moins de cinq mois à la date de l'adhésion. Le contribuable ayant repris une activité après cessation est considéré comme adhérant pour la première fois ; c) En cas de retrait ou de non-renouvellement d'agrément, pour l'imposition du bénéfice de l'année ou de l'exercice en cours déclaré dans les conditions prévues à l'article 53 A du code général des impôts ; d) En cas de démission d'un centre de gestion agréé suivie, dans le délai maximum de trente jours à la date de la démission, de l'adhésion à un autre centre de gestion agréé ; e) En cas de première adhésion à un centre de gestion agréé avant la clôture de l'exercice comptable pour les contribuables franchissant les limites de chiffre d'affaires des régimes définis aux articles 64 bis ou 50-0 du code général des impôts. Les déclarations de résultats des membres adhérents d'un centre de gestion agréé, mentionnés au premier alinéa, doivent être accompagnées d'une attestation fournie par le centre indiquant la date d'adhésion et, le cas échéant, la date à laquelle est intervenue la perte de la qualité d'adhérent. Le centre de gestion agréé et le membre adhérent sont identifiés sur cette attestation.",,
WEAKNEG_0063,article_neg_00187,"Code général des impôts, annexe II",275 E bis,LEGIARTI000023954936,article_id::legiarti000023954936,low_clean_candidate_not_in_gold,"Sont considérés comme autres tabacs à fumer : 1° Le tabac coupé ou fractionné d'une autre façon, filé ou pressé en plaques, qui est susceptible d'être fumé en l'état sans transformation industrielle ultérieure, pour lequel 75 % au moins en poids des particules de tabac présentent une largeur de coupe supérieure ou égale à 1,5 millimètre ; 2° Les déchets de tabac conditionnés pour la vente au détail, pour lesquels 75 % au moins en poids des particules de tabac présentent une largeur de coupe supérieure ou égale à 1,5 millimètre ; 3° Alinéa supprimé. 4° Le tabac susceptible d'être fumé en l'état, sans transformation industrielle ultérieure, autre que celui mentionné aux 1° et 2° et à l'article 275 E, quel que soit son mode de présentation.",,
WEAKNEG_0064,article_neg_00237,Code général des impôts,238 bis-0 I,LEGIARTI000006304038,article_id::legiarti000006304038,low_clean_candidate_not_in_gold,"I. - Une entreprise qui a transféré ou transfère hors de France, directement ou indirectement, par elle-même ou par l'intermédiaire d'un tiers, des éléments de son actif à une personne, à un organisme, dans un trust ou dans une institution comparable, en vue de les gérer dans son intérêt ou d'assumer pour son compte un engagement existant ou futur, comprend dans son résultat imposable les résultats qui proviennent de la gestion ou de la disposition de ces actifs ou des biens acquis en remploi. Ces résultats, arrêtés à la clôture de chacun des exercices de l'entreprise, sont déterminés selon les règles applicables au bénéfice de cette dernière, indépendamment de ses autres opérations, à partir d'une comptabilité distincte tenue pour son compte par la personne, l'organisme, le trust ou l'institution comparable à qui les actifs ont été transférés. A l'appui de la déclaration de ses résultats, l'entreprise produit : Un état qui mentionne la nature, la consistance et les caractéristiques des éléments d'actif transférés ou des biens acquis en remploi, la personne, l'organisme, le trust ou l'institution comparable à qui les actifs ont été transférés ainsi que l'Etat ou le territoire où il est établi ; Une déclaration des résultats qui proviennent de la gestion ou de la disposition de ces actifs. L'entreprise est autorisée à imputer sur le montant de l'impôt sur les sociétés dont elle est redevable, au titre de chaque exercice, à raison des résultats mentionnés au deuxième alinéa, l'impôt acquitté, le cas échéant, hors de France, sur les mêmes résultats, à condition que ce dernier soit comparable à l'impôt sur les sociétés. A défaut du respect des dispositions du présent article, l'entreprise comprend dans ses résultats imposables de chaque exercice une somme égale au produit du montant de la valeur réelle, à l'ouverture du même exercice, des actifs définis au premier alinéa par un taux égal à celui mentionné au 3° du 1 de l'article 39. Pour l'application du présent alinéa, la valeur réelle des actifs à l'ouverture d'un exercice est égale à la valeur réelle de ces mêmes actifs au moment du transfert, majorée des produits acquis depuis cette date ou, à défaut, du total des sommes calculées ainsi qu'il est précisé à la phrase qui précède. Toutefois, l'entreprise peut apporter la preuve que le résultat ainsi déterminé excède le résultat effectivement réalisé, déterminé dans les conditions fixées au deuxième alinéa. II. - Les dispositions du I ne sont pas applicables aux transferts qui résultent de l'exécution de contrats d'assurances ou de mandats. III. - Un décret fixe les modalités d'application du présent article ainsi que les obligations déclaratives des entreprises concernées. IV. - Les dispositions du présent article s'appliquent pour la détermination des résultats imposables des exercices ouverts à compter du 1er janvier 1992.",,
WEAKNEG_0065,article_neg_00217,"Code général des impôts, annexe IV",155-0 bis,LEGIARTI000025089740,article_id::legiarti000025089740,low_clean_candidate_not_in_gold,"I. – Pour l'application des dispositions de l'article 1599 quater A du code général des impôts, sont considérés comme des engins à moteur thermique les matériels roulants qui circulent par combustion d'un carburant, à l'exclusion des engins mentionnés au III. Les matériels roulants relevant de cette catégorie comprennent : 1° Les automoteurs qui sont les caisses motrices d'une rame indéformable à moteur thermique et qui peuvent accueillir des voyageurs ; 2° Les locomotives Diesel qui sont des matériels roulants à moteur thermique et qui ne peuvent pas accueillir de voyageurs ; 3° Les remorques pour le transport de voyageurs qui sont des matériels roulants non motorisés et qui peuvent accueillir des voyageurs ; 4° Pour le décompte des matériels roulants d'une rame indéformable à moteur thermique composée de trois caisses motrices ou plus, la rame est réputée composée de deux automoteurs et d'autant de remorques que de caisses, motorisées ou non motorisées, composant la rame et pouvant accueillir des voyageurs, à l'exclusion des deux caisses réputées automoteurs. II. – Pour l'application des dispositions de l'article 1599 quater A du code général des impôts, sont considérés comme des engins à moteur électrique les matériels roulants qui peuvent circuler par captation de courant électrique. Les matériels roulants relevant de cette catégorie comprennent : 1° S'agissant des matériels à grande vitesse, les matériels pouvant circuler à une vitesse égale ou supérieure à 250 kilomètres par heure. Ces matériels sont composés des motrices et des remorques suivantes : a. les motrices de matériel à grande vitesse qui sont des matériels roulants à moteur électrique, utilisés sur les lignes à grande vitesse et qui ne peuvent pas accueillir de voyageurs ; b. les remorques pour le transport de voyageurs à grande vitesse qui sont des matériels roulants non motorisés, utilisés sur les lignes à grande vitesse et qui peuvent accueillir des voyageurs ; c. pour le décompte des matériels roulants d'une rame indéformable à grande vitesse composée de trois caisses motrices ou plus, la rame est réputée composée de deux motrices et d'autant de remorques que de caisses, motorisées ou non motorisées, composant la rame et pouvant accueillir des voyageurs, à l'exclusion des deux caisses réputées motrices ; 2° S'agissant des matériels tram-trains, les matériels dont la vitesse limite est inférieure ou égale à 100 kilomètres par heure et qui sont aptes à circuler à la fois sur le réseau ferré national et sur les voies urbaines et ce dans le respect des différentes réglementations. Ces matériels sont composés des automotrices et des remorques suivantes : a) Les automotrices tram-trains qui sont des caisses motrices d'une rame indéformable apte à circuler à la fois sur le réseau ferré national et sur les voies urbaines et qui peuvent accueillir des voyageurs ; b) Les remorques tram-trains qui sont des matériels roulants non motorisés, aptes à circuler à la fois sur le réseau ferré national et sur les voies urbaines et qui peuvent accueillir des voyageurs ; c) Pour le décompte des matériels roulants d'une rame indéformable de type tram-train composée de trois caisses motrices ou plus, la rame est réputée composée de deux automotrices tram-trains et d'autant de remorques que de caisses, motorisées ou non motorisées, composant la rame et pouvant accueillir des voyageurs, à l'exclusion des deux caisses réputées automotrices. 3° S'agissant des autres matériels : a. les automotrices qui sont les caisses motrices d'une rame indéformable à moteur électrique et qui peuvent accueillir des voyageurs ; b. les locomotives électriques qui sont des matériels roulants à moteur électrique et qui ne peuvent pas accueillir de voyageurs ; c. les remorques pour le transport de voyageurs qui sont des matériels roulants non motorisés et qui peuvent accueillir des voyageurs ; d. pour le décompte des matériels roulants d'une rame indéformable à moteur électrique composée de trois caisses motrices ou plus, la rame est réputée composée de deux automotrices et d'autant de remorques que de caisses, motorisées ou non motorisées, composant la rame et pouvant accueillir des voyageurs, à l'exclusion des deux caisses réputées automotrices. III. – Un engin à moteur pouvant circuler à la fois par combustion d'un carburant et par captation de courant électrique est considéré comme un engin à moteur électrique au sens du II.",,
WEAKNEG_0066,article_neg_00047,Code de commerce,R626-55,LEGIARTI000044096099,article_id::legiarti000044096099,low_clean_candidate_not_in_gold,"Conformément au I de l'article 51 du décret n° 2021-1218 du 23 septembre 2021, ces dispositions entrent en vigueur le 1er octobre 2021. Elles ne sont pas applicables aux procédures en cours au jour de son entrée en vigueur. L'administrateur avise par tout moyen chaque partie affectée qu'elle est membre d'une classe et lui fait connaître les modalités lui permettant de communiquer par voie électronique. Sous réserve des dispositions de la présente section, les dispositions de la sous-section 5 de la section 4 du chapitre IV du titre Ier du livre VIII sont applicables. Vaut consentement à la transmission par voie électronique l'utilisation de ces modalités de communication électronique. L'administrateur invite, par l'avis mentionné au premier alinéa, les parties affectées à lui faire connaître par tout moyen l'existence d'un accord mentionné au II de l'article L. 626-30, au plus tard dans un délai de dix jours à compter de la réception ou de la publication de cet avis. Les modalités de transmission des actes de procédure par voie électronique sont définies par arrêté du garde des sceaux, ministre de la justice.",,
WEAKNEG_0067,article_neg_00205,"Code général des impôts, annexe IV",56 AK,LEGIARTI000006301475,article_id::legiarti000006301475,low_clean_candidate_not_in_gold,"Le document utilisé pour accompagner chaque livraison à un débitant doit porter, imprimées, les mentions suivantes : en caractères très apparents : ""Document de livraison"" ; nom ou raison sociale, adresse et numéro d'identification du fournisseur ; ainsi que les indications ci-après : un numéro d'ordre ; le nom du débitant destinataire ; le numéro et l'adresse du débit ; l'identification des produits avec l'indication des quantités pour chacun d'eux ; l'échéance du règlement ; la valeur au prix de détail de la livraison ; le lieu d'enlèvement des produits ; le mode et la durée du transport.",,
WEAKNEG_0068,article_neg_00300,Code général des impôts,39 quaterdecies,LEGIARTI000046860376,article_id::legiarti000046860376,low_clean_candidate_not_in_gold,"1 Le montant net des plus-values à court terme peut être réparti par parts égales sur l'année de leur réalisation et sur les deux années suivantes. Il s'entend de l'excédent de ces plus-values sur les moins-values de même nature qui ont été effectivement subies au cours du même exercice. Ces dispositions ne sont pas applicables aux plus-values nettes à court terme réalisées par les entreprises soumises à l'impôt sur les sociétés au cours des exercices ouverts à compter du 1er janvier 1987. 1 bis Par dérogation aux dispositions du 1, la réintégration aux bénéfices imposables du montant net des plus-values à court terme réalisées à l'occasion d'opérations de reconversion par les entreprises qui ont obtenu l'agrément prévu à l'article 1465 peut être étalée sur dix ans, sans que la somme rattachée aux bénéfices de chaque année puisse être inférieure au dixième de ce montant. 1 ter Par dérogation aux dispositions du 1, la plus-value nette à court terme afférente à des biens amortissables, réalisée à la suite de la perception d'indemnités d'assurances ou de l'expropriation d'immeubles figurant à l'actif, peut être répartie, par fractions égales, sur plusieurs exercices à compter de celui suivant la réalisation de la plus-value. Chaque fraction est égale au rapport du montant de cette plus-value nette, dans la limite du montant global de la plus-value nette à court terme de l'exercice au cours duquel elle est réalisée, à la durée moyenne d'amortissement déjà pratiquée sur les biens détruits ou expropriés, pondérée en fonction du prix d'acquisition de ces biens et limitée à quinze ans. 1 quater (Abrogé). 1 quinquies Le profit constaté à l'occasion du rachat par son débiteur d'une créance liée à une dette à moyen et long termes auprès d'un établissement de crédit ou d'une société de financement pour un prix inférieur à son montant nominal peut être réparti, pour sa partie correspondant à la différence entre l'actualisation de la somme du capital et des intérêts restant dus à la date du rachat, actualisés à un taux égal au taux à échéance constante dont la maturité est la plus proche de la durée restant à courir de la date de rachat jusqu'à la date de chaque échéance, et le prix de rachat de la créance, par fractions égales, sur les cinq exercices suivant le rachat. La fraction du profit prise en compte dans le résultat imposable est majorée d'un montant égal au produit de cette fraction par une fois et demie le taux de l'intérêt de retard prévu à l'article 1727. Le premier alinéa ne s'applique ni aux établissements de crédit, ni aux sociétés de financement, ni aux rachats dont le débiteur et le créancier ont la qualité d'entreprises liées au sens du 12 de l'article 39. Toutefois, dans ce dernier cas, lorsque la créance a été acquise par le créancier auprès d'une personne à laquelle elle n'est pas liée au sens du 12 de l'article 39, le premier alinéa reste applicable, dans les mêmes conditions, à concurrence de la fraction du profit constaté par le débiteur qui n'excède pas la différence entre la valeur actualisée de la créance et son prix d'acquisition par le créancier. Les présentes dispositions sont applicables à la double condition que le capital social de la société à la clôture de l'exercice au cours duquel intervient le rachat soit supérieur à celui à l'ouverture du même exercice et que le rapport entre le montant des dettes à moyen et long termes et le montant formé par le total de l'actif brut calculé à la clôture de l'exercice au cours duquel intervient le rachat soit inférieur d'au moins 10 % à ce même rapport calculé à l'ouverture du même exercice. Pour le calcul de ce rapport à la clôture de l'exercice, l'actif brut est diminué de la perte comptable de l'exercice. Ces dispositions cessent de s'appliquer lorsqu'à la clôture d'un des cinq exercices suivant celui du rachat de la créance, ce même rapport est supérieur à celui constaté à l'ouverture de l'exercice de rachat. Dans ce cas, les fractions de profit non encore imposées sont comprises dans le bénéfice imposable de l'exercice du dépassement, dans les conditions prévues à la dernière phrase du premier alinéa. 2 En cas de cession ou de cessation totale d'entreprise, les plus-values ou les profits, majorés dans les conditions du 1 quinquies, dont l'imposition a été différée en application des dispositions qui précèdent sont rapportés au bénéfice imposable de l'exercice clos lors de cette opération, sous réserve des dispositions des articles 41 et 210 A à 210 C. Sous réserve des dispositions du troisième alinéa du 1, les dispositions du premier alinéa ne sont pas applicables en cas d'apport d'une entreprise individuelle à une société dans les conditions prévues à l'article 151 octies si la société bénéficiaire de l'apport prend l'engagement dans l'acte d'apport de réintégrer à ses résultats les plus-values à court terme comme aurait dû le faire l'entreprise apporteuse. 2 bis. La moins-value résultant de la cession, moins de deux ans après leur émission, de titres de participation acquis en contrepartie d'un apport réalisé et dont la valeur réelle à la date de leur émission est inférieure à leur valeur d'inscription en comptabilité n'est pas déductible, dans la limite du montant résultant de la différence entre la valeur d'inscription en comptabilité desdits titres et leur valeur réelle à la date de leur émission. 3 Le cas échéant, l'excédent des moins-values à court terme constaté au cours d'un exercice est déduit des bénéfices de cet exercice.",,
WEAKNEG_0069,article_neg_00284,Code général des impôts,298 sexdecies G,LEGIARTI000041471209,article_id::legiarti000041471209,low_clean_candidate_not_in_gold,"Conformément au A du IV de l'article 147 de la loi n° 2019-1479 du 29 décembre 2019, ces dispositions s'appliquent aux opérations pour lesquelles le fait générateur de la taxe sur la valeur ajoutée intervient à compter du 1er janvier 2021. Le III de l'article 51 de la loi n° 2020-1721 du 29 décembre 2020 à modifié cette date : 1er juillet 2021. I.-Peut se prévaloir du régime particulier de déclaration et de paiement exposé au présent article, tout assujetti : 1° Qui a établi en France le siège de son activité économique ou y dispose d'un établissement stable et qui fournit des prestations de services à des personnes non assujetties dont le lieu d'imposition est situé dans un autre Etat membre que la France et dans lequel il n'est pas établi ; 2° Qui effectue des ventes à distance intracommunautaires de biens ; 3° Qui facilite des livraisons de biens conformément au b du 2° du V de l'article 256 lorsque le lieu de départ et le lieu d'arrivée du transport des biens livrés se situent dans le même Etat membre. Ce régime est applicable à tous les biens et services ainsi fournis dans l'Union européenne. Est considéré comme un assujetti non établi dans l'Etat membre de consommation un assujetti qui a établi le siège de son activité économique dans l'Union ou y dispose d'un établissement stable mais qui n'a pas établi le siège de son activité économique sur le territoire de l'Etat membre de consommation et n'y dispose pas d'un établissement stable. Est considéré comme Etat membre de consommation : a) En cas de prestation de services, l'Etat membre dans lequel la prestation est réputée avoir lieu selon le chapitre 3 du titre V de la directive 2006/112/ CE du Conseil du 28 novembre 2006 relative au système commun de taxe sur la valeur ajoutée ; b) En cas de vente à distance intracommunautaire de biens, l'Etat membre d'arrivée de l'expédition ou du transport des biens à destination de l'acquéreur ; c) En cas de livraison de biens effectuée par un assujetti qui facilite ces livraisons conformément au b du 2° du V de l'article 256 du présent code lorsque le lieu de départ et d'arrivée de l'expédition ou du transport des biens livrés se situe dans le même Etat membre, ce même Etat membre. II.-L'assujetti informe l'administration du moment où il commence son activité imposable, la cesse ou la modifie au point de ne plus pouvoir se prévaloir de ce régime particulier. Il communique cette information et notifie à l'administration toute modification par voie électronique dans des conditions fixées par arrêté du ministre chargé du budget. III.-Un assujetti qui se prévaut du présent régime particulier n'est identifié, pour les opérations imposables dans le cadre de ce régime, qu'en France. A cette fin, il utilise le numéro individuel d'identification qui lui a déjà été attribué en application de l'article 286 ter. IV.-L'administration exclut l'assujetti du présent régime particulier dans les cas suivants : 1° S'il notifie qu'il ne réalise plus de livraisons de biens et de prestations de services couvertes par le présent régime particulier ; 2° Ou si l'administration peut présumer, par d'autres moyens, que ses activités imposables ont pris fin ; 3° Ou s'il ne remplit plus les conditions nécessaires pour être autorisé à se prévaloir du présent régime particulier ; 4° Ou si, de manière systématique, il ne se conforme pas aux règles relatives au présent régime particulier ; Les modalités d'une telle exclusion sont fixées par décret. V.-L'assujetti qui se prévaut du présent régime particulier dépose, pour chaque trimestre civil, par voie électronique une déclaration de taxe sur la valeur ajoutée, que des livraisons de biens et des prestations de services couvertes par le présent régime particulier aient été effectuées ou non au titre de la période. La déclaration de taxe sur la valeur ajoutée comporte le numéro d'identification et, pour chaque Etat membre de consommation dans lequel la taxe est due, la valeur totale hors taxe sur la valeur ajoutée des livraisons de biens et des prestations de services couvertes par le présent régime particulier pour la période imposable ainsi que le montant total de la taxe correspondante ventilé par taux d'imposition. Les taux d'imposition applicables et le montant total de la taxe due sont également indiqués. Lorsque les biens sont expédiés ou transportés à partir d'un Etat membre autre que la France, ou lorsque l'assujetti fournissant des services couverts par le présent régime particulier dispose d'un ou de plusieurs établissements stables situés ailleurs qu'en France à partir desquels les services sont fournis, la déclaration de taxe sur la valeur ajoutée comporte également les éléments suivants, ventilés par Etat membre de consommation : 1° La valeur totale, hors taxe, des opérations visées, les taux de taxe sur la valeur ajoutée applicables et le montant total de la taxe correspondante ventilé par taux d'imposition ; 2° Le montant total de la taxe sur la valeur ajoutée due pour les opérations visées, pour chaque Etat membre dans lequel l'assujetti dispose d'un établissement stable ou à partir duquel les biens sont expédiés ou transportés ; 3° Le numéro individuel d'identification à la taxe sur la valeur ajoutée ou le numéro d'enregistrement fiscal attribué par chacun de ces Etats membres. Les modalités de cette déclaration sont fixées par arrêté du ministre chargé du budget. VI.-Lorsqu'il est nécessaire d'apporter des modifications à la déclaration de taxe sur la valeur ajoutée après la transmission de celle-ci, ces modifications sont incluses dans une déclaration ultérieure, dans un délai de trois ans à compter de la date à laquelle la déclaration initiale devait être déposée conformément au V. Cette déclaration de taxe sur la valeur ajoutée ultérieure précise l'Etat membre de consommation concerné, la période imposable et le montant de taxe sur la valeur ajoutée pour lequel des modifications sont nécessaires. VII.-La déclaration de taxe sur la valeur ajoutée est libellée en euros. VIII.-L'assujetti qui se prévaut du présent régime particulier acquitte la taxe sur la valeur ajoutée, en mentionnant la déclaration de taxe sur la valeur ajoutée concernée mentionnée au V, au plus tard à l'expiration du délai dans lequel la déclaration doit être déposée. Le paiement est effectué sur un compte bancaire libellé en euros. IX.-1. Un assujetti qui se prévaut, dans un autre Etat membre, du régime particulier prévu à la section 3 du chapitre 6 du titre XII de la directive 2006/112/ CE du Conseil du 28 novembre 2006 précitée ne peut, en ce qui concerne ses activités imposables couvertes par ce régime particulier, déduire aucun montant de taxe sur la valeur ajoutée en France. La taxe afférente aux livraisons de biens et prestations de services couvertes par ce régime particulier est remboursée selon les modalités prévues au d du V de l'article 271 du présent code. 2. Nonobstant les dispositions du 1 du présent IX, si un assujetti qui se prévaut, dans un autre Etat membre, du régime particulier prévu à la section 3 du chapitre 6 du titre XII de la directive 2006/112/ CE du Conseil du 28 novembre 2006 précitée est tenu de se faire identifier en France pour des activités non couvertes par ce régime particulier, il opère la déduction de la taxe sur la valeur ajoutée afférente aux biens et services utilisés pour les besoins de ses opérations imposables couvertes par ce régime particulier conformément à l'article 271 du présent code. X.-L'assujetti qui se prévaut du présent régime particulier tient un registre des opérations relevant de ce régime particulier. Ce registre doit, sur demande, être mis par voie électronique à la disposition de l'administration et de l'Etat membre de consommation. Il est suffisamment détaillé pour permettre à l'administration de l'Etat membre de consommation de vérifier l'exactitude de la déclaration de taxe sur la valeur ajoutée mentionnée au V du présent code. Le registre est conservé pendant dix ans à partir du 31 décembre de l'année de l'opération.",,
WEAKNEG_0070,article_neg_00256,Code général des impôts,223 VW octies,LEGIARTI000048803940,article_id::legiarti000048803940,low_clean_candidate_not_in_gold,"Conformément au A du IV de l'article 33 de la loi n° 2023-1322 du 29 décembre 2023, ces dispositions s'appliquent aux exercices ouverts à compter du 31 décembre 2023. Lorsque le bénéfice qualifié d'un établissement stable est considéré comme le bénéfice qualifié du siège conformément à l'article 223 VQ quinquies, un impôt couvert dû dans l'Etat ou le territoire où est situé l'établissement stable et afférent à ce bénéfice est considéré comme un impôt couvert du siège à concurrence du montant du produit de ce bénéfice par le taux normal de l'impôt sur les sociétés ou le taux plus élevé de l'impôt équivalent sur les bénéfices applicable dans l'Etat ou le territoire où est situé le siège.",,
WEAKNEG_0071,article_neg_00060,Code de commerce,R711-63,LEGIARTI000039471884,article_id::legiarti000039471884,low_clean_candidate_not_in_gold,"I.-Les droits de vote à l'assemblée générale se définissent comme suit : 1° Le total des droits de vote des présidents de chambres de commerce et d'industrie territoriales, locales et départementales d'Ile-de-France ainsi que des chambres des collectivités d'outre-mer régies par l'article 74 de la Constitution et de la Nouvelle-Calédonie est égal au total des droits de vote des présidents des chambres de commerce et d'industrie de région ; 2° Chaque président de chambre de commerce et d'industrie territoriale, locale et départementale d'Ile-de-France ainsi que des chambres des collectivités d'outre-mer régies par l'article 74 de la Constitution et de la Nouvelle-Calédonie dispose d'une voix ; 3° Les présidents des chambres de commerce et d'industrie de région disposent, dans des conditions définies par arrêté du ministre en charge de la tutelle des chambres de commerce et d'industrie, d'un nombre de voix établi au prorata du poids économique de leur chambre de commerce et d'industrie de région, déterminé en fonction de l'étude économique mentionnée à l'article R. 713-66 ; 4° Dans les régions où il n'existe qu'une seule chambre de commerce et d'industrie territoriale, dénommée chambre de commerce et d'industrie de région, son président dispose du cumul des voix mentionnées aux 2° et 3° du présent article. II.-Tout membre de l'assemblée générale, président ou suppléant désignés en application de l'article R. 711-57, empêché d'assister à la séance, peut donner à un président ou à un suppléant de son choix, pouvoir écrit de voter en son nom. Chaque mandataire ne peut disposer de pouvoirs qu'émanant de représentants des chambres relevant du ressort de la chambre de région de rattachement ou, pour les présidents de chambres d'outre-mer, d'un président d'une autre chambre d'outre-mer. Par dérogation au premier alinéa, lorsqu'il est procédé à des votes concernant des personnes, chaque membre de CCI France ne dispose que d'une voix, qu'il peut confier par procuration à un autre président ou suppléant de la même circonscription régionale, ou, pour un président d'une chambre d'outre-mer, à un président d'une autre chambre d'outre-mer.",,
WEAKNEG_0072,article_neg_00218,"Code général des impôts, annexe IV",155-00 ter,LEGIARTI000026203819,article_id::legiarti000026203819,low_clean_candidate_not_in_gold,"Ordonnance n° 2010-1307 du 28 octobre 2010, art. 3, 7 [39°] et 17. Pour l'application des dispositions de l'article 1599 quater A bis du code général des impôts, sont considérés comme des matériels roulants relevant de la catégorie "" Métro "" les matériels roulants de transport public guidé de voyageurs qui circulent sur les lignes mentionnées aux articles L. 2142-1 et L. 2142-2 du code des transports et dont la captation d'énergie s'effectue par un système d'alimentation électrique par troisième rail. Les matériels roulants relevant de cette catégorie comprennent : 1° Les motrices qui sont les caisses motrices d'une rame et qui accueillent des voyageurs ; 2° Les remorques qui sont des caisses non motorisées et qui accueillent des voyageurs.",,
WEAKNEG_0073,article_neg_00260,Code général des impôts,223 WM bis,LEGIARTI000048804079,article_id::legiarti000048804079,low_clean_candidate_not_in_gold,"Conformément au A du IV de l'article 33 de la loi n° 2023-1322 du 29 décembre 2023, ces dispositions s'appliquent aux exercices ouverts à compter du 31 décembre 2023. L'acquisition ou la cession d'une participation conférant le contrôle d'une entité est considérée comme un transfert d'actifs et de passifs au sens du 1° de l'article 223 WN si l'Etat ou le territoire dans lequel est située cette entité ou, dans le cas d'une entité transparente, l'Etat ou le territoire dans lequel sont situés les actifs impose au cédant un impôt couvert assis sur la différence entre la valeur fiscale des actifs et des passifs transférés et la contrepartie versée en échange de la participation conférant le contrôle ou la juste valeur de ces actifs et de ces passifs.",,
WEAKNEG_0074,article_neg_00428,Code de la consommation,L511-19,LEGIARTI000032225159,article_id::legiarti000032225159,low_clean_candidate_not_in_gold,Les modalités de prélèvement d'échantillons et de contre-analyse sont définies par décret en Conseil d'Etat.,,
WEAKNEG_0075,article_neg_00403,Code général des impôts,1649 AG,LEGIARTI000051215673,article_id::legiarti000051215673,low_clean_candidate_not_in_gold,"I.-1° L'intermédiaire souscrit la déclaration prévue à l'article 1649 AD dans un délai de trente jours à compter de la première des dates suivantes : a) Le lendemain du jour de la mise à disposition aux fins de mise en œuvre du dispositif transfrontière devant faire l'objet d'une déclaration ; b) Le lendemain du jour où le dispositif transfrontière devant faire l'objet d'une déclaration est prêt à être mis en œuvre ; c) Le jour de la réalisation de la première étape de la mise en œuvre du dispositif transfrontière ; 2° Nonobstant les dispositions du 1° du présent I, les intermédiaires mentionnés au second alinéa du 1° du I de l'article 1649 AE sont tenus de souscrire la déclaration prévue à l'article 1649 AD dans un délai de trente jours à compter du lendemain du jour où ils ont fourni, directement ou par l'intermédiaire d'autres personnes, une aide, une assistance ou des conseils ; 3° (Abrogé) 4° L'intermédiaire communique également tous les trois mois une mise à jour des informations précisées par décret relatives à des dispositifs conçus, commercialisés, prêts à être mis en œuvre ou mis à disposition aux fins de mise en œuvre sans avoir besoin d'être adaptés de façon importante. Les modalités de cette mise à jour sont précisées par décret ; 5° L'intermédiaire informe chaque personne physique concernée par la déclaration prévue à l'article 1649 AD que les données la concernant qui sont transférées à l'administration fiscale peuvent être communiquées à l'administration fiscale d'un autre Etat membre de l'Union européenne ou d'un Etat ou d'un territoire ayant conclu avec la France une convention permettant un échange automatique des informations mentionnées au IV du même article 1649 AD. L'intermédiaire fournit à la personne qui réalise des opérations mentionnées au I dudit article 1649 AD les informations qui la concernent et sont transmises à l'administration fiscale, dans un délai suffisant pour lui permettre d'exercer ses droits en matière de protection des données et, en tout état de cause, avant que ces informations ne soient communiquées à l'administration fiscale. II.-1° Le contribuable concerné à qui incombe l'obligation de déclaration prévue à l'article 1649 AD souscrit la déclaration dans un délai de trente jours à compter de la première des dates suivantes : a) Le lendemain du jour de la mise à disposition aux fins de mise en œuvre du dispositif transfrontière devant faire l'objet d'une déclaration ; b) Du lendemain du jour où le dispositif transfrontière devant faire l'objet d'une déclaration est prêt à être mis en œuvre ; c) Du jour de la réalisation de la première étape de la mise en œuvre du dispositif transfrontière ; 2° Nonobstant les dispositions du 1° du présent II, lorsque le contribuable concerné a reçu notification de son obligation déclarative en application du 4° du I, il souscrit la déclaration dans un délai de trente jours à compter du jour de la réception de cette notification. Chaque contribuable concerné par un dispositif transfrontière devant faire l'objet d'une déclaration déclare chaque année l'utilisation qu'il en a faite au titre de l'année précédente selon les modalités fixées par un arrêté du ministre chargé du budget. III.-Pour l'application des dispositions des I et II, la première étape de la mise en œuvre s'entend de tout acte juridique ou opération économique, comptable ou d'option fiscale en vue de mettre en œuvre le dispositif transfrontière.",,
